,% Iron Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate
141,55.2,3565.23,552.673,402.217,10.1013,1.71091,247.95,249.873,249.401,295.096,306.4,253.037,248.269,438.878,520.359,448.987,436.663,449.573,448.106,435.201,66.91
142,55.2,3591.41,555.542,401.514,10.1034,1.70954,248.818,246.841,250.609,295.096,306.4,251.884,248.796,439.979,505.007,448.775,449.572,458.141,430.405,405.349,66.91
143,55.2,3591.52,572.296,404.019,10.1055,1.70816,249.73,248.917,250.708,295.096,306.4,252.191,250.719,449.063,417.806,446.129,453.027,473.011,448.829,400.411,66.91
144,55.2,3553.04,580.536,401.865,10.1076,1.70678,250.192,248.928,250.708,295.096,306.4,251.96,250.115,449.964,226.135,443.564,462.204,481.325,471.206,417.547,66.91
145,55.2,3542.41,568.42,403.008,10.1098,1.7054,250.73,249.532,250.829,295.096,306.4,251.246,249.093,435.55,310.449,444.347,473.806,478.102,479.494,442.982,66.91
146,55.2,3579.3,567.596,402.979,10.1119,1.70403,251.653,251.323,250.928,295.096,306.4,251.51,250.115,436.151,491.616,446.372,445.74,456.482,473.53,466.789,66.91
147,55.2,3623.54,570.74,402.144,10.114,1.70265,252.246,251.411,250.928,295.096,306.4,251.082,251.675,455.394,511.809,447.83,411.168,428.504,464.122,480.361,66.91
148,55.2,3624.9,567.932,403.022,10.1161,1.70127,252.729,249.752,250.686,295.096,306.4,250.367,250.049,455.144,511.013,449.607,408.747,409.201,449.982,476.058,66.91
149,55.2,3618.46,568.542,401.646,10.1182,1.6999,253.608,250.005,249.884,295.096,306.4,250.873,249.038,450.414,511.717,449.878,434.939,399.699,425.784,445.212,66.91
150,55.2,3623.24,568.268,403.74,10.1204,1.69852,253.641,249.049,249.269,295.096,306.4,250.642,251.642,448.588,497.754,449.796,477.695,422.146,411.668,406.035,66.91
151,55.2,3627.15,559.753,405.19,10.1225,1.69714,253.345,251.444,249.17,295.096,306.4,250.17,249.862,434.149,447.6,449.931,530.021,477.172,427.27,386.394,66.91
152,55.2,3599.9,553.131,407.227,10.1246,1.69577,253.224,254.619,248.807,295.096,306.4,250.752,250.697,437.852,252.192,448.856,523.85,491.628,475.154,415.392,66.91
153,55.2,3577.25,558.136,400.356,10.1267,1.69439,253.246,250.236,248.511,295.096,306.4,250.785,252.235,444.584,270.714,451.928,479.395,476.095,521.779,475.037,66.91
154,55.2,1610.16,558.99,390.967,10.1288,1.69301,253.466,248.181,248.752,295.096,306.4,250.488,248.851,441.431,430.242,464.339,418.69,462.516,555.832,527.29,66.91
155,55.2,988.7715,556.763,397.383,10.131,1.69164,253.323,247.357,250.28,295.096,306.4,250.851,246.852,447.487,494.617,476.262,375.018,439.303,555.3,524.833,66.91
156,55.2,367.383,555.511,402.905,10.1331,1.69026,252.883,250.104,251.609,295.096,306.4,250.785,250.741,458.773,520.812,475.805,365.625,418.319,525.755,478.955,66.91
157,55.2,1864.65,555.939,396.768,10.1352,1.68888,252.323,253.202,251.807,295.096,306.4,250.367,253.279,457.621,513.277,472.65,379.512,403.609,481.398,427.116,66.91
158,55.2,2946.88,558.197,392.769,10.1373,1.6875,251.664,252.543,251.082,295.096,306.4,250.51,249.906,456.57,507.643,468.195,419.749,406.751,434.884,383.965,66.91
159,55.2,3031.25,558.472,393.164,10.1395,1.68613,251.367,252.246,250.488,295.096,306.4,250.708,247.632,459.949,506.37,464.55,441.02,414.19,417.24,368.57,66.91
160,55.2,3034.47,551.758,393.325,10.1416,1.68475,251.125,250.192,249.401,295.096,306.4,250.345,248.84,462.426,500.452,458.021,460.567,422.671,424.638,363.719,66.91
161,55.2,2971.58,546.6,395.229,10.1437,1.68337,250.928,247.423,248.511,295.096,306.4,250.532,251.4,453.718,498.409,447.934,489.023,445.362,437.774,366.729,66.91
162,55.2,2910.45,552.246,395.552,10.1458,1.682,251.169,248.346,248.269,295.096,306.4,250.686,250.873,446.861,293.85,435.443,504.374,480.668,456.506,408.855,66.91
163,55.2,2935.45,549.927,393.501,10.1479,1.68062,250.642,249.346,248.071,295.096,306.4,250.488,249.631,439.078,340.5375,433.746,503.222,507.189,491.73,464.142,66.91
164,55.2,2988.87,546.112,395.962,10.1501,1.67943,250.049,249.071,249.642,295.096,306.4,250.73,251.158,430.32,387.225,438.411,474.553,500.548,518.05,509.579,66.91
165,55.2,3022.46,546.814,401.792,10.1522,1.6784,250.049,249.532,251.169,295.096,306.4,250.807,250.554,440.154,502.514,438.061,429.764,474.801,536.031,551.536,66.91
166,55.2,3030.18,541.901,401.396,10.1543,1.67737,250.17,249.95,251.246,295.096,306.4,250.466,249.049,450.865,508.944,446.479,418.396,458.419,534.911,548.169,66.91
167,55.2,3037.89,544.037,400.474,10.1564,1.67633,250.389,249.807,251.147,295.096,306.4,250.027,250.038,456.57,503.59,449.311,430.29,450.099,502.538,497.108,66.91
168,55.2,3070.7,547.363,397.471,10.1585,1.6753,249.642,250.455,251.027,295.096,306.4,250.192,250.686,458.022,494.331,442.403,443.006,450.371,461.406,436.467,66.91
169,55.2,3143.36,543.579,393.398,10.1607,1.67427,249.192,249.214,250.928,295.096,306.4,250.488,249.521,456.445,488.327,449.823,457.265,458.388,435.921,403.636,66.91
170,55.2,3168.36,540.039,394.482,10.1613,1.67324,249.631,250.17,251.169,295.096,306.4,250.247,249.214,443.508,352.896,462.53,462.461,464.53,444.602,401.345,66.91
171,55.2,3121.0,544.312,395.64,10.1607,1.6722,249.95,250.192,250.159,295.096,306.4,250.291,251.18,426.591,345.421,465.576,469.843,468.936,472.466,416.382,66.91
172,55.2,3118.46,549.713,386.162,10.1601,1.67117,249.686,249.84,249.17,295.096,306.4,250.247,250.291,429.944,460.236,467.169,463.064,471.223,493.27,448.911,66.91
173,55.2,3147.27,540.131,391.406,10.1595,1.67014,249.269,245.61,248.566,295.096,306.4,250.291,248.873,450.139,486.288,455.219,441.813,462.989,494.026,481.052,66.91
174,55.2,3170.41,539.673,399.697,10.1589,1.6691,249.291,248.269,248.313,295.096,306.4,250.488,249.774,462.601,488.724,441.674,433.629,448.477,480.866,489.382,67.06
175,55.2,3208.3,544.922,397.529,10.1584,1.66807,250.115,252.07,248.148,295.096,306.4,250.488,251.598,468.357,493.623,442.7,445.156,434.102,451.634,470.266,67.06
176,55.2,3211.33,543.488,391.626,10.1578,1.66704,249.983,250.488,249.543,295.096,306.4,250.367,250.269,463.978,489.004,446.021,449.784,433.768,424.245,439.254,67.06
177,55.2,3202.64,540.863,395.229,10.1572,1.66601,249.51,248.555,250.928,295.096,306.4,250.148,248.412,458.823,406.195,442.004,456.188,443.211,422.532,419.389,67.06
178,55.2,3221.0,541.626,400.02,10.1566,1.66497,249.609,250.477,250.928,295.096,306.4,250.17,249.84,438.478,315.514,443.46,477.986,446.378,447.038,426.756,67.06
179,55.2,3217.38,539.459,398.599,10.156,1.66394,249.489,253.224,251.049,295.096,306.4,250.389,251.169,437.702,366.975,442.781,478.962,446.13,461.322,434.62,67.06
180,55.2,3205.08,535.553,398.086,10.1554,1.66291,249.51,251.675,251.027,295.096,306.4,250.609,250.28,445.935,456.922,432.418,449.432,445.525,479.214,456.5,67.06
181,55.2,3180.37,535.278,397.559,10.1548,1.66188,249.609,250.488,250.928,295.096,306.4,250.708,249.39,441.431,480.88,427.32,432.03,445.03,495.09,475.62,67.06
182,55.2,3154.79,536.957,396.27,10.1542,1.66084,249.609,248.676,251.049,295.096,306.4,250.587,249.39,443.358,498.947,438.6,430.743,434.728,498.17,502.02,67.06
183,55.2,3162.21,536.316,398.438,10.1536,1.65981,249.73,247.917,251.027,295.096,306.4,250.126,250.84,446.035,516.221,449.607,430.763,434.786,488.678,498.732,67.06
184,55.2,3193.36,535.339,398.174,10.1531,1.65878,249.346,249.478,250.203,295.096,306.4,249.829,250.334,437.302,495.831,451.06,438.944,434.459,456.982,451.97,67.06
185,55.2,3234.57,533.651,394.42,10.1525,1.65775,249.065,249.003,249.494,295.096,306.4,249.829,248.605,438.857,454.93,456.717,449.011,432.837,425.591,425.745,67.06
186,55.2,3228.13,533.752,396.533,10.1519,1.65671,249.5,250.269,249.39,295.096,306.4,250.159,248.84,448.187,421.69,467.525,454.49,442.83,418.64,416.575,67.06
187,55.2,3111.43,531.006,397.266,10.1513,1.65568,249.5,254.004,249.28,295.096,306.4,250.269,250.818,443.683,417.445,464.285,455.665,455.5,445.525,422.37,67.06
188,55.2,2995.61,533.447,391.992,10.1507,1.65465,249.28,252.356,249.06,295.096,306.4,250.159,250.269,445.685,417.445,457.0,454.69,462.385,476.33,440.855,67.06
189,55.2,2939.06,531.616,392.139,10.1501,1.65361,249.39,247.742,248.73,295.096,306.4,250.269,247.961,462.952,437.27,466.445,453.125,465.135,484.73,459.34,67.06
190,55.2,2857.81,527.039,396.68,10.1495,1.65258,249.17,249.719,248.511,295.096,306.4,250.159,248.95,480.469,446.895,468.065,445.115,463.48,469.33,478.925,67.06
191,55.2,2796.78,524.902,397.852,10.1489,1.65155,248.95,250.708,249.39,295.096,306.4,249.829,249.17,475.964,421.12,458.62,437.5,457.7,457.01,491.34,67.06
192,55.2,2795.7,514.526,398.145,10.1484,1.65052,249.39,251.257,250.598,295.096,306.4,249.719,249.5,454.443,425.655,452.145,439.65,454.67,447.77,489.685,67.06
193,55.2,2811.33,518.494,398.877,10.1478,1.64948,249.609,252.026,251.147,295.096,306.4,249.829,250.049,446.436,447.18,445.94,448.44,453.565,433.49,465.68,67.06
194,55.2,2822.66,520.02,401.514,10.1472,1.64845,249.829,248.73,251.367,295.096,306.4,249.939,248.84,442.432,484.56,439.735,454.3,445.855,439.65,430.92,67.06
195,55.2,2826.17,522.461,400.488,10.1466,1.64741,249.719,250.049,251.367,295.096,306.4,250.049,249.719,428.168,510.05,431.375,439.26,436.77,453.65,420.44,67.06
196,55.2,2842.77,521.24,399.902,10.146,1.64638,249.28,252.136,251.477,295.096,306.4,249.939,250.818,434.174,508.635,433.53,437.695,434.015,462.89,432.305,67.06
197,55.2,2869.14,518.188,402.686,10.1454,1.64534,249.28,251.917,250.708,295.096,306.4,249.939,249.5,454.694,499.57,441.35,454.1,435.665,459.81,436.995,67.06
198,55.2,2877.93,523.071,403.857,10.1448,1.64431,249.5,252.246,249.17,295.096,306.4,250.159,249.17,460.199,450.29,440.27,460.545,450.54,439.365,433.405,67.06
199,55.2,2877.93,520.63,402.832,10.1455,1.64328,249.609,250.928,248.291,295.096,306.4,250.378,251.697,456.946,403.845,443.78,464.06,464.31,437.405,446.645,67.06
200,55.2,2877.93,517.578,405.029,10.1475,1.64224,249.39,249.719,248.071,295.096,306.4,250.159,250.378,445.435,396.2,447.02,463.67,466.51,455.05,464.03,67.06
201,55.2,2894.53,514.221,406.055,10.1495,1.64121,249.719,247.522,249.719,295.096,306.4,250.049,249.829,437.177,411.21,445.4,463.67,470.09,467.93,480.305,67.06
202,55.2,3015.63,517.273,402.686,10.1515,1.64017,249.5,246.313,251.367,295.096,306.4,250.159,249.609,444.934,425.37,450.795,454.88,472.57,466.53,492.995,67.06
203,55.2,3166.02,521.24,402.393,10.1535,1.63914,248.84,251.477,251.587,295.096,306.4,250.159,250.049,456.195,427.92,452.415,434.375,463.21,455.61,493.55,67.06
204,55.2,3199.22,516.052,401.074,10.1556,1.6381,248.621,252.026,251.477,295.096,306.4,250.378,250.378,461.951,427.355,449.18,415.43,442.005,449.17,486.375,67.06
205,55.2,3172.85,517.273,402.686,10.1576,1.63707,249.06,248.401,251.257,295.096,306.4,250.269,250.488,454.694,420.555,449.985,417.185,420.52,426.765,457.96,67.06
206,55.2,3151.37,513.306,405.908,10.1596,1.63603,249.609,249.06,250.598,295.096,306.4,250.269,250.378,445.184,427.92,456.19,436.13,412.81,411.64,424.305,67.06
207,55.2,1571.29,507.813,405.908,10.1616,1.635,249.39,248.95,248.95,295.096,306.4,250.378,249.829,442.932,431.605,457.54,435.74,405.1,427.605,399.475,67.06
208,55.2,1608.3183333333,510.864,398.584,10.1636,1.63397,249.5,246.863,248.181,295.096,306.4,250.378,249.939,453.192,430.47,454.57,429.49,392.705,443.29,396.715,67.06
209,55.2,1645.3466666667,509.949,397.852,10.1656,1.63293,249.939,248.511,248.291,295.096,306.4,250.378,248.621,457.196,452.84,452.415,438.475,395.185,465.69,403.61,67.06
210,55.2,1682.375,507.202,401.514,10.1676,1.6319,249.609,249.06,249.829,295.096,306.4,250.269,250.049,462.451,469.55,449.45,441.015,400.97,467.65,407.47,67.06
211,55.2,1719.4033333333,504.456,404.15,10.1696,1.63086,249.06,248.621,251.257,295.096,306.4,250.269,249.5,472.211,499.855,454.845,442.97,397.665,431.525,416.575,67.06
212,55.2,1756.4316666667,505.371,408.691,10.1716,1.62983,248.95,250.049,251.147,295.096,306.4,250.269,248.511,468.457,531.29,459.7,447.66,394.91,412.2,420.99,67.06
213,55.2,1793.46,503.845,403.125,10.1736,1.62879,249.17,248.511,251.147,295.096,306.4,250.269,249.939,464.703,515.995,451.335,456.25,415.29,417.24,414.92,67.06
214,55.2,1830.4883333333,495.911,400.928,10.1756,1.62776,249.39,249.39,250.269,295.096,306.4,250.269,250.269,450.94,506.365,447.555,458.785,442.555,441.325,423.195,67.06
215,55.2,1867.5166666667,492.859,400.488,10.1776,1.62672,249.5,250.378,249.5,295.096,306.4,250.708,248.621,436.926,505.8,450.795,468.355,460.455,458.97,447.475,67.06
216,55.2,1904.545,494.995,397.266,10.1796,1.62569,249.719,246.753,249.5,295.096,306.4,250.378,249.39,436.426,480.595,450.255,483.98,475.875,457.57,464.03,67.06
217,55.2,1941.5733333333,500.488,398.877,10.1816,1.62466,249.719,246.094,249.28,295.096,306.4,249.719,250.049,448.187,477.195,450.525,484.375,486.34,469.61,483.89,67.06
218,55.2,1978.6016666667,507.507,399.609,10.1836,1.62362,249.609,250.159,249.28,295.096,306.4,250.049,249.609,454.443,401.865,444.86,485.745,502.315,469.33,503.2,67.06
219,55.2,2015.63,501.099,403.711,10.1856,1.62259,249.28,251.587,249.17,295.096,306.4,250.378,249.39,458.447,214.67,440.81,482.03,513.88,464.01,513.96,67.06
220,55.2,4016.6,499.268,404.59,10.1876,1.62155,249.28,248.291,249.17,295.096,306.4,250.488,249.719,459.949,248.655,444.86,470.115,516.91,480.81,526.375,67.06
221,55.2,3975.59,503.54,401.074,10.1896,1.62052,249.719,248.95,251.038,295.096,306.4,249.939,250.049,446.185,441.8,444.59,444.725,501.49,503.21,537.965,67.06
222,55.2,3886.72,501.099,399.023,10.1916,1.62069,249.609,251.477,252.576,295.096,306.4,249.39,249.06,439.178,502.405,441.35,413.475,466.79,503.77,519.205,67.06
223,55.2,3751.95,497.131,393.604,10.1936,1.62207,249.609,254.553,252.356,295.096,306.4,249.609,251.147,446.436,506.085,446.205,404.1,435.67,467.65,476.44,67.06
224,55.2,3601.56,496.826,393.457,10.1956,1.62344,249.939,253.235,251.257,295.096,306.4,249.829,250.818,457.697,497.305,449.445,418.555,423.275,427.605,427.61,67.06
225,55.2,3439.45,498.047,401.074,10.1976,1.62482,249.939,248.95,249.609,295.096,306.4,249.719,249.829,461.951,457.94,453.225,434.765,428.23,414.44,383.745,67.06
226,55.2,3317.38,502.014,397.412,10.1996,1.6262,249.939,247.961,248.621,295.096,306.4,249.719,250.488,453.943,437.55,457.0,443.55,435.665,434.325,366.09,67.06
227,55.2,3361.33,502.014,391.553,10.2016,1.62757,249.5,248.621,248.291,295.096,306.4,249.939,249.28,444.684,436.7,450.525,442.575,448.06,465.41,383.195,67.06
228,55.2,3449.22,503.235,400.488,10.2019,1.62895,249.17,251.257,249.719,295.096,306.4,250.159,251.257,441.18,456.525,455.65,457.81,462.38,484.17,413.265,67.06
229,55.2,3427.73,509.949,402.539,10.2003,1.63033,249.28,252.246,251.257,295.096,306.4,250.269,250.598,429.169,496.74,462.665,477.145,464.86,469.61,431.2,67.06
230,55.2,3397.46,508.423,397.559,10.1988,1.6317,249.28,253.015,251.697,295.096,306.4,250.269,248.73,433.173,500.985,457.54,465.035,463.76,453.65,456.855,67.06
231,55.2,3392.58,505.066,396.387,10.1973,1.63308,249.609,252.246,250.488,295.096,306.4,250.049,250.708,452.191,496.455,451.875,436.13,468.99,460.93,485.545,67.06
232,55.2,3387.7,504.761,399.609,10.1958,1.63446,249.39,250.049,248.95,295.096,306.4,249.829,252.246,459.949,459.075,451.335,427.54,468.99,466.81,493.27,67.06
233,55.2,3371.09,503.046,401.758,10.1942,1.63583,249.473,253.24,248.95,295.096,306.4,250.038,249.85,460.64,416.794,455.586,458.073,470.658,457.037,478.953,67.06
234,55.2,3357.42,500.488,399.609,10.1927,1.63721,250.049,257.959,248.95,295.096,306.4,250.269,246.973,456.445,418.57,457.0,482.42,476.43,444.13,466.24,67.06
235,55.2,3357.42,503.976,398.354,10.1912,1.63859,249.944,255.657,248.427,295.096,306.4,250.059,249.693,452.87,419.651,450.319,481.677,479.311,432.659,453.102,67.06
236,55.2,3356.45,508.969,399.887,10.1896,1.63997,249.621,252.605,249.101,295.096,306.4,249.933,250.5,443.248,423.256,449.104,478.269,478.828,434.899,442.567,67.06
237,55.2,3354.49,511.707,403.404,10.1881,1.64134,249.599,250.488,250.598,295.096,306.4,249.944,248.699,440.025,426.478,447.187,457.719,475.032,473.81,462.687,67.06
238,55.2,3342.77,509.258,405.237,10.1866,1.64272,249.626,247.412,250.818,295.096,306.4,250.037,251.784,444.144,420.633,439.366,439.578,471.668,515.697,499.11,67.06
239,55.2,1666.02,512.39,401.221,10.185,1.6441,249.176,248.73,250.708,295.096,306.4,250.269,252.466,446.686,420.56,444.59,444.73,463.48,503.775,490.515,67.06
240,55.2,1600.1,517.404,401.646,10.1835,1.64547,249.159,252.842,250.907,295.096,306.4,250.164,249.128,451.774,431.683,449.111,436.164,446.236,464.157,449.158,67.06
241,55.2,1534.18,519.196,404.18,10.182,1.64685,249.489,254.026,251.268,295.096,306.4,250.148,248.917,450.715,454.481,449.309,420.023,420.164,446.958,427.998,67.06
242,55.2,1468.26,523.529,403.77,10.1805,1.64823,249.51,251.609,251.049,295.096,306.4,250.071,249.994,448.312,463.149,450.499,418.555,400.229,429.09,415.196,67.06
243,55.2,1402.34,526.794,406.011,10.1789,1.6496,249.39,252.114,250.928,295.096,306.4,250.027,249.39,445.91,444.291,458.858,425.272,389.296,429.005,413.901,67.06
244,55.2,3022.46,528.442,401.528,10.1774,1.65098,249.489,254.103,250.038,295.096,306.4,250.17,250.28,441.08,459.642,461.935,436.134,380.729,437.298,414.289,67.06
245,55.2,3225.59,520.874,402.158,10.1759,1.65236,249.609,249.335,248.752,295.096,306.4,250.148,250.28,451.465,495.719,460.991,449.96,382.376,439.93,409.681,67.06
246,55.2,3187.5,522.034,402.466,10.1743,1.65373,250.005,250.071,248.511,295.096,306.4,250.367,248.752,463.502,514.69,459.452,457.401,397.141,452.95,411.366,67.06
247,55.2,3180.66,523.438,404.956,10.1728,1.65511,249.994,252.29,248.511,295.096,306.4,250.291,249.598,466.655,515.03,454.678,454.237,409.647,457.066,420.856,67.06
248,55.2,3219.73,522.98,407.139,10.1713,1.65649,249.587,251.071,248.412,295.096,306.4,250.049,250.236,455.219,483.595,449.904,456.074,430.795,453.174,437.326,67.06
249,55.2,3245.12,527.618,405.542,10.1698,1.65787,249.73,250.258,249.873,295.096,306.4,250.049,248.796,447.762,433.186,447.232,467.54,458.276,460.258,457.848,67.06
250,55.2,3249.02,529.602,402.129,10.1682,1.65924,250.4,249.521,251.708,295.096,306.4,249.851,250.84,451.991,397.133,445.021,480.781,475.488,469.274,471.088,67.06
251,55.2,3252.93,534.637,398.423,10.1667,1.66031,251.071,250.038,251.389,295.096,306.4,249.51,252.048,455.269,390.451,439.195,486.466,494.961,459.446,486.317,67.06
252,55.2,3233.4,533.386,404.81,10.1652,1.661,250.609,250.389,251.543,295.096,306.4,249.587,250.082,458.372,415.687,444.887,471.639,503.443,465.298,502.236,67.06
253,55.2,3215.82,528.168,406.23,10.1636,1.66169,250.192,253.619,250.444,295.096,306.4,249.532,249.346,447.662,418.463,443.375,442.186,496.888,488.93,518.015,67.06
254,55.2,3246.09,530.823,406.216,10.1621,1.66238,250.126,250.719,248.511,295.096,306.4,249.071,249.983,440.53,423.673,444.563,431.406,481.794,489.406,513.383,67.06
255,55.2,3262.7,531.738,407.886,10.1606,1.66307,250.488,248.104,248.313,295.096,306.4,248.95,250.554,443.358,439.955,444.185,430.992,465.932,458.298,474.375,67.06
256,55.2,3221.35,531.494,401.455,10.159,1.66376,250.587,249.994,248.269,295.096,306.4,249.346,249.785,436.476,453.297,444.104,426.287,455.524,439.734,438.401,67.06
257,55.2,3163.57,525.146,402.334,10.1571,1.66445,251.104,252.444,249.697,295.096,306.4,250.225,250.214,440.33,455.48,451.39,429.041,437.953,437.858,416.771,67.06
258,55.2,3144.63,519.592,400.371,10.1547,1.66514,251.488,250.466,251.84,295.096,306.4,250.016,249.961,455.594,444.944,449.391,437.148,420.274,435.198,400.577,67.06
259,55.2,3146.39,536.652,396.401,10.1523,1.66583,251.169,249.225,252.092,295.096,306.4,249.368,251.565,454.719,436.728,449.878,437.852,405.178,442.506,395.005,67.06
260,55.2,3136.72,551.758,397.852,10.1499,1.66652,250.928,247.412,251.367,295.096,306.4,249.609,249.39,448.938,427.07,457.0,433.98,398.21,448.05,395.61,67.06
261,55.2,3074.32,546.539,397.72,10.1475,1.66721,250.928,248.302,250.972,295.096,306.4,250.302,250.082,450.965,448.224,452.388,442.418,399.452,447.798,396.852,67.06
262,55.2,2968.16,536.591,399.932,10.1451,1.6679,251.224,249.785,249.895,295.096,306.4,251.049,251.027,451.19,487.589,449.905,449.566,404.192,445.474,400.354,67.06
263,55.2,2928.13,535.248,404.941,10.1427,1.66859,251.29,249.972,249.17,295.096,306.4,250.433,250.356,443.257,493.651,454.003,451.852,415.316,450.57,410.232,67.06
264,55.2,2935.25,539.764,404.619,10.1403,1.66928,251.323,247.236,249.071,295.096,306.4,249.829,249.785,440.53,487.508,458.184,460.603,431.786,460.566,430.014,67.06
265,55.2,3030.08,538.849,400.811,10.1379,1.66997,251.609,247.599,248.95,295.096,306.4,249.631,251.356,450.114,487.195,461.477,463.689,443.655,464.766,450.759,67.06
266,55.2,3221.19,537.872,397.852,10.1355,1.67066,250.873,250.302,248.654,295.096,306.4,249.192,250.51,454.644,482.008,455.331,455.252,460.315,460.454,462.65,67.06
267,55.2,3392.87,540.649,394.893,10.1331,1.67134,250.763,248.829,249.181,295.096,306.4,249.445,248.049,443.658,468.107,456.785,446.797,478.712,454.826,478.343,67.06
268,55.2,3483.3,545.288,395.874,10.1307,1.67203,250.873,249.642,250.565,295.096,306.4,249.554,250.763,436.301,444.009,459.02,464.96,492.233,462.386,491.341,67.06
269,55.2,3526.95,544.922,398.394,10.1283,1.67272,250.763,251.774,250.928,295.096,306.4,249.247,251.213,447.637,437.237,446.501,481.387,501.953,460.566,480.363,67.06
270,55.2,3528.13,543.671,398.379,10.1259,1.67341,251.466,251.664,250.928,295.096,306.4,250.203,249.851,449.689,429.478,446.826,470.078,490.108,452.054,477.107,67.06
271,55.2,3469.04,545.959,396.46,10.1234,1.6741,251.587,249.906,250.928,295.096,306.4,250.334,250.444,449.764,440.216,451.685,451.249,483.419,456.114,494.185,67.06
272,55.2,3394.04,546.997,397.793,10.121,1.67479,251.686,248.785,251.224,295.096,306.4,248.423,248.511,456.57,452.703,449.283,445.564,487.22,464.962,497.463,67.06
273,55.2,3319.34,543.854,399.492,10.1186,1.67548,251.609,249.148,251.191,295.096,306.4,248.06,250.192,454.243,438.456,446.934,443.516,481.958,452.642,473.35,67.06
274,55.2,3270.41,536.194,399.99,10.1162,1.67617,251.169,251.312,250.016,295.096,306.4,248.302,250.763,459.824,429.846,446.017,443.73,468.111,435.053,445.323,67.06
275,55.2,3250.0,540.924,398.496,10.1138,1.67686,251.125,249.521,248.873,295.096,306.4,247.368,248.95,461.025,431.46,450.578,444.861,459.191,430.629,431.338,67.06
276,55.2,3255.27,544.525,395.215,10.1114,1.67755,251.169,249.851,248.906,295.096,306.4,250.027,250.236,452.942,425.599,451.686,430.702,450.733,442.842,431.805,67.06
277,55.2,3257.32,549.347,391.729,10.109,1.67824,251.323,250.444,250.28,295.096,306.4,251.005,249.928,453.292,439.647,448.661,423.668,435.914,466.082,442.424,67.06
278,55.2,3245.8,549.072,392.856,10.1066,1.67893,251.312,246.138,251.367,295.096,306.4,249.247,250.104,455.044,442.844,447.529,440.838,425.59,464.066,440.772,67.06
279,55.2,3251.46,545.868,394.365,10.1042,1.67962,251.202,248.082,251.367,295.096,306.4,249.51,252.334,452.041,448.819,452.064,448.518,421.461,433.43,423.779,67.06
280,55.2,3298.34,545.502,394.834,10.1018,1.68015,251.411,253.707,251.367,295.096,306.4,249.291,249.093,456.445,456.751,449.018,440.276,420.139,426.148,428.882,67.06
281,55.2,3321.88,543.274,395.405,10.0994,1.6805,251.224,253.641,250.082,295.096,306.4,249.368,246.511,454.644,457.064,451.956,441.271,425.426,453.202,440.69,67.06
282,55.2,3304.69,543.427,397.69,10.097,1.68084,251.488,251.927,248.412,295.096,306.4,250.005,248.533,445.46,449.02,456.757,464.239,427.707,467.426,446.731,67.06
283,55.2,3304.69,544.434,401.074,10.0946,1.68119,251.367,249.39,248.291,295.096,306.4,250.488,250.708,436.926,435.0,456.46,477.34,433.46,463.73,451.89,67.06
284,55.2,3302.93,542.511,400.942,10.0929,1.68153,251.565,248.796,248.291,295.096,306.4,249.796,252.092,435.35,446.214,458.161,468.551,438.914,455.666,449.654,67.06
285,55.2,3297.27,541.809,400.781,10.0922,1.68188,251.609,248.467,248.39,295.096,306.4,249.84,252.993,434.999,455.587,459.754,455.524,451.281,454.378,453.625,67.06
286,55.2,3293.85,547.119,402.1,10.0915,1.68222,251.565,249.049,248.511,295.096,306.4,250.928,249.554,449.088,444.174,457.702,448.865,462.957,462.33,465.047,67.06
287,55.2,3330.96,548.401,405.293,10.0908,1.68256,251.213,247.192,249.5,295.096,306.4,249.84,248.511,462.151,440.012,460.533,452.578,464.003,456.226,473.711,67.06
288,55.2,3390.82,546.417,403.931,10.0901,1.68291,251.082,248.533,250.807,295.096,306.4,249.203,252.411,458.372,437.688,464.474,468.34,456.018,444.718,471.285,67.06
289,55.2,3407.52,546.173,401.089,10.0894,1.68325,251.411,253.916,250.928,295.096,306.4,248.467,252.147,446.31,441.371,458.998,464.628,453.785,441.218,452.828,67.06
290,55.2,3413.96,545.471,404.78,10.0887,1.6836,251.125,250.532,251.125,295.096,306.4,248.511,248.423,433.698,475.528,455.569,453.008,458.359,452.642,441.268,67.06
291,55.2,3427.54,546.936,407.256,10.088,1.68394,251.565,246.896,251.169,295.096,306.4,250.038,249.346,443.558,506.255,452.09,451.663,459.493,459.334,442.977,67.06
292,55.2,3426.17,548.737,404.824,10.0873,1.68429,251.213,249.346,250.73,295.096,306.4,249.445,250.17,449.188,510.67,451.362,449.142,448.501,459.222,456.852,67.06
293,55.2,3428.03,550.659,403.169,10.0866,1.68463,251.082,251.213,250.785,295.096,306.4,249.258,249.708,446.11,500.306,453.359,453.164,444.589,444.858,466.51,67.06
294,55.2,3438.18,550.964,403.638,10.0859,1.68497,251.51,249.741,250.752,295.096,306.4,250.17,249.774,448.838,487.112,444.293,459.491,455.141,425.393,458.759,67.06
